"","SITE","SST_range","SST_Mean","DATE_","COLONYLENGTH","MAX_DEPTH_M","Area_surveyed_m2","PER_DEAD","LATITUDE","LONGITUDE","YEAR","TAIL_BINS","Data_Source","Bleaching_Period"
"176","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",35,12.4968,60,20,-14.329052,-170.831801,2025,"QMED","esa","Post-Bleaching"
"177","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",49,12.4968,60,65,-14.329052,-170.831801,2025,"Q80","esa","Post-Bleaching"
"178","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",48,12.4968,60,80,-14.329052,-170.831801,2025,"Q80","esa","Post-Bleaching"
"179","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",15,12.4968,60,0,-14.329052,-170.831801,2025,"QMED","esa","Post-Bleaching"
"180","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",11,12.4968,60,0,-14.329052,-170.831801,2025,"Q20","esa","Post-Bleaching"
"181","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",27,12.4968,60,10,-14.329052,-170.831801,2025,"QMED","esa","Post-Bleaching"
"182","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",7,12.4968,60,0,-14.329052,-170.831801,2025,"Q20","esa","Post-Bleaching"
"183","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",36,12.4968,60,0,-14.329052,-170.831801,2025,"QMED","esa","Post-Bleaching"
"184","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",31,12.4968,60,0,-14.329052,-170.831801,2025,"QMED","esa","Post-Bleaching"
"185","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",44,12.4968,60,85,-14.329052,-170.831801,2025,"Q80","esa","Post-Bleaching"
"186","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",77,12.4968,60,25,-14.329052,-170.831801,2025,"Q80","esa","Post-Bleaching"
"187","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",30,12.4968,60,65,-14.329052,-170.831801,2025,"QMED","esa","Post-Bleaching"
"188","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",50,12.4968,60,98,-14.329052,-170.831801,2025,"Q80","esa","Post-Bleaching"
"189","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",34,12.4968,60,60,-14.329052,-170.831801,2025,"QMED","esa","Post-Bleaching"
"190","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",38,12.4968,60,90,-14.329052,-170.831801,2025,"QMED","esa","Post-Bleaching"
"191","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",80,12.4968,60,40,-14.329052,-170.831801,2025,"Q80","esa","Post-Bleaching"
"192","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",47,12.4968,60,25,-14.329052,-170.831801,2025,"Q80","esa","Post-Bleaching"
"193","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",48,12.4968,60,70,-14.329052,-170.831801,2025,"Q80","esa","Post-Bleaching"
"194","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",70,12.4968,60,95,-14.329052,-170.831801,2025,"Q80","esa","Post-Bleaching"
"195","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",30,12.4968,60,90,-14.329052,-170.831801,2025,"QMED","esa","Post-Bleaching"
"196","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",10,9.144,60,0,-14.329052,-170.831801,2025,"Q20","esa","Post-Bleaching"
"197","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",25,9.144,60,5,-14.329052,-170.831801,2025,"QMED","esa","Post-Bleaching"
"198","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",25,9.144,60,70,-14.329052,-170.831801,2025,"QMED","esa","Post-Bleaching"
"199","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",10,9.144,60,0,-14.329052,-170.831801,2025,"Q20","esa","Post-Bleaching"
"200","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",35,9.144,60,0,-14.329052,-170.831801,2025,"QMED","esa","Post-Bleaching"
"201","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",50,9.144,60,95,-14.329052,-170.831801,2025,"Q80","esa","Post-Bleaching"
"202","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",35,9.144,60,50,-14.329052,-170.831801,2025,"QMED","esa","Post-Bleaching"
"203","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",12,9.144,60,0,-14.329052,-170.831801,2025,"Q20","esa","Post-Bleaching"
"204","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",53,9.144,60,30,-14.329052,-170.831801,2025,"Q80","esa","Post-Bleaching"
"205","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",15,9.144,60,50,-14.329052,-170.831801,2025,"QMED","esa","Post-Bleaching"
"206","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",35,9.144,60,20,-14.329052,-170.831801,2025,"QMED","esa","Post-Bleaching"
"207","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",13,9.144,60,0,-14.329052,-170.831801,2025,"QMED","esa","Post-Bleaching"
"208","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",10,9.144,60,0,-14.329052,-170.831801,2025,"Q20","esa","Post-Bleaching"
"209","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",80,9.144,60,97,-14.329052,-170.831801,2025,"Q80","esa","Post-Bleaching"
"210","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",5,9.144,60,0,-14.329052,-170.831801,2025,"Q20","esa","Post-Bleaching"
"211","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",18,9.144,60,0,-14.329052,-170.831801,2025,"QMED","esa","Post-Bleaching"
"212","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",48,9.144,60,80,-14.329052,-170.831801,2025,"Q80","esa","Post-Bleaching"
"213","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",25,9.144,60,0,-14.329052,-170.831801,2025,"QMED","esa","Post-Bleaching"
"214","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",45,9.144,60,50,-14.329052,-170.831801,2025,"Q80","esa","Post-Bleaching"
"215","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",30,9.144,60,50,-14.329052,-170.831801,2025,"QMED","esa","Post-Bleaching"
"216","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",12,9.144,60,0,-14.329052,-170.831801,2025,"Q20","esa","Post-Bleaching"
"217","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",70,9.144,60,29,-14.329052,-170.831801,2025,"Q80","esa","Post-Bleaching"
"218","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",20,9.144,60,0,-14.329052,-170.831801,2025,"QMED","esa","Post-Bleaching"
"219","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",30,9.144,60,5,-14.329052,-170.831801,2025,"QMED","esa","Post-Bleaching"
"220","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",50,9.144,60,50,-14.329052,-170.831801,2025,"Q80","esa","Post-Bleaching"
"221","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",30,9.144,60,90,-14.329052,-170.831801,2025,"QMED","esa","Post-Bleaching"
"222","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",30,9.144,60,5,-14.329052,-170.831801,2025,"QMED","esa","Post-Bleaching"
"223","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",40,9.144,60,95,-14.329052,-170.831801,2025,"QMED","esa","Post-Bleaching"
"224","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",30,9.144,60,50,-14.329052,-170.831801,2025,"QMED","esa","Post-Bleaching"
"225","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",10,9.144,60,0,-14.329052,-170.831801,2025,"Q20","esa","Post-Bleaching"
"226","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",11,12.4968,60,0,-14.329052,-170.831801,2025,"Q20","esa","Post-Bleaching"
"227","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",26,12.4968,60,0,-14.329052,-170.831801,2025,"QMED","esa","Post-Bleaching"
"228","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",88,12.4968,60,85,-14.329052,-170.831801,2025,"Q80","esa","Post-Bleaching"
"229","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",48,12.4968,60,80,-14.329052,-170.831801,2025,"Q80","esa","Post-Bleaching"
"230","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",51,12.4968,60,75,-14.329052,-170.831801,2025,"Q80","esa","Post-Bleaching"
"231","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",13,12.4968,60,0,-14.329052,-170.831801,2025,"QMED","esa","Post-Bleaching"
"232","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",10,12.4968,60,0,-14.329052,-170.831801,2025,"Q20","esa","Post-Bleaching"
"233","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",28,12.4968,60,0,-14.329052,-170.831801,2025,"QMED","esa","Post-Bleaching"
"234","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",21,12.4968,60,2,-14.329052,-170.831801,2025,"QMED","esa","Post-Bleaching"
"235","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",23,12.4968,60,1,-14.329052,-170.831801,2025,"QMED","esa","Post-Bleaching"
"236","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",21,12.4968,60,0,-14.329052,-170.831801,2025,"QMED","esa","Post-Bleaching"
"237","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",48,12.4968,60,90,-14.329052,-170.831801,2025,"Q80","esa","Post-Bleaching"
"238","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",18,12.4968,60,5,-14.329052,-170.831801,2025,"QMED","esa","Post-Bleaching"
"239","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",20,12.4968,60,0,-14.329052,-170.831801,2025,"QMED","esa","Post-Bleaching"
"240","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",55,12.4968,60,75,-14.329052,-170.831801,2025,"Q80","esa","Post-Bleaching"
"241","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",31,12.4968,60,40,-14.329052,-170.831801,2025,"QMED","esa","Post-Bleaching"
"242","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",49,12.4968,60,45,-14.329052,-170.831801,2025,"Q80","esa","Post-Bleaching"
"243","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",6,12.4968,60,0,-14.329052,-170.831801,2025,"Q20","esa","Post-Bleaching"
"244","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",31,12.4968,60,90,-14.329052,-170.831801,2025,"QMED","esa","Post-Bleaching"
"245","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",24,12.4968,60,70,-14.329052,-170.831801,2025,"QMED","esa","Post-Bleaching"
"246","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",45,12.4968,60,40,-14.329052,-170.831801,2025,"Q80","esa","Post-Bleaching"
"247","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",25,12.4968,60,50,-14.329052,-170.831801,2025,"QMED","esa","Post-Bleaching"
"248","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",23,12.4968,60,5,-14.329052,-170.831801,2025,"QMED","esa","Post-Bleaching"
"249","TUT-216",0.918400319417318,29.6661147550156,"3/14/2025",52,12.4968,60,80,-14.329052,-170.831801,2025,"Q80","esa","Post-Bleaching"
"250","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",36,13.716,60,0,-14.336157,-170.796416,2025,"QMED","esa","Post-Bleaching"
"251","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",28,13.716,60,0,-14.336157,-170.796416,2025,"QMED","esa","Post-Bleaching"
"252","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",24,13.716,60,5,-14.336157,-170.796416,2025,"QMED","esa","Post-Bleaching"
"253","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",20,13.716,60,0,-14.336157,-170.796416,2025,"QMED","esa","Post-Bleaching"
"254","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",55,13.716,60,80,-14.336157,-170.796416,2025,"Q80","esa","Post-Bleaching"
"255","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",37,13.716,60,50,-14.336157,-170.796416,2025,"QMED","esa","Post-Bleaching"
"256","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",67,13.716,60,90,-14.336157,-170.796416,2025,"Q80","esa","Post-Bleaching"
"257","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",40,13.716,60,70,-14.336157,-170.796416,2025,"QMED","esa","Post-Bleaching"
"258","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",40,13.716,60,80,-14.336157,-170.796416,2025,"QMED","esa","Post-Bleaching"
"259","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",21,13.716,60,0,-14.336157,-170.796416,2025,"QMED","esa","Post-Bleaching"
"260","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",50,13.716,60,75,-14.336157,-170.796416,2025,"Q80","esa","Post-Bleaching"
"261","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",50,13.716,60,25,-14.336157,-170.796416,2025,"Q80","esa","Post-Bleaching"
"262","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",26,13.716,60,10,-14.336157,-170.796416,2025,"QMED","esa","Post-Bleaching"
"263","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",28,13.716,60,40,-14.336157,-170.796416,2025,"QMED","esa","Post-Bleaching"
"264","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",46,13.716,60,20,-14.336157,-170.796416,2025,"Q80","esa","Post-Bleaching"
"265","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",31,13.716,60,30,-14.336157,-170.796416,2025,"QMED","esa","Post-Bleaching"
"266","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",20,13.716,60,5,-14.336157,-170.796416,2025,"QMED","esa","Post-Bleaching"
"267","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",27,13.716,60,15,-14.336157,-170.796416,2025,"QMED","esa","Post-Bleaching"
"268","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",52,13.716,60,95,-14.336157,-170.796416,2025,"Q80","esa","Post-Bleaching"
"269","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",92,13.716,60,40,-14.336157,-170.796416,2025,"Q80","esa","Post-Bleaching"
"270","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",9,13.716,60,0,-14.336157,-170.796416,2025,"Q20","esa","Post-Bleaching"
"271","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",11,13.716,60,3,-14.336157,-170.796416,2025,"Q20","esa","Post-Bleaching"
"272","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",47,13.716,60,30,-14.336157,-170.796416,2025,"Q80","esa","Post-Bleaching"
"273","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",38,13.716,60,20,-14.336157,-170.796416,2025,"QMED","esa","Post-Bleaching"
"274","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",27,13.716,60,45,-14.336157,-170.796416,2025,"QMED","esa","Post-Bleaching"
"275","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",34,13.716,60,50,-14.336157,-170.796416,2025,"QMED","esa","Post-Bleaching"
"276","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",14,13.716,60,0,-14.336157,-170.796416,2025,"QMED","esa","Post-Bleaching"
"277","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",11,13.716,60,0,-14.336157,-170.796416,2025,"Q20","esa","Post-Bleaching"
"278","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",44,13.716,60,50,-14.336157,-170.796416,2025,"Q80","esa","Post-Bleaching"
"279","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",50,13.716,60,65,-14.336157,-170.796416,2025,"Q80","esa","Post-Bleaching"
"280","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",25,12.8016,60,25,-14.336157,-170.796416,2025,"QMED","esa","Post-Bleaching"
"281","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",45,12.8016,60,30,-14.336157,-170.796416,2025,"Q80","esa","Post-Bleaching"
"282","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",10,12.8016,60,0,-14.336157,-170.796416,2025,"Q20","esa","Post-Bleaching"
"283","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",35,12.8016,60,50,-14.336157,-170.796416,2025,"QMED","esa","Post-Bleaching"
"284","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",25,12.8016,60,5,-14.336157,-170.796416,2025,"QMED","esa","Post-Bleaching"
"285","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",10,12.8016,60,5,-14.336157,-170.796416,2025,"Q20","esa","Post-Bleaching"
"286","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",20,12.8016,60,0,-14.336157,-170.796416,2025,"QMED","esa","Post-Bleaching"
"287","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",15,12.8016,60,0,-14.336157,-170.796416,2025,"QMED","esa","Post-Bleaching"
"288","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",15,12.8016,60,0,-14.336157,-170.796416,2025,"QMED","esa","Post-Bleaching"
"289","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",30,12.8016,60,80,-14.336157,-170.796416,2025,"QMED","esa","Post-Bleaching"
"290","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",40,12.8016,60,95,-14.336157,-170.796416,2025,"QMED","esa","Post-Bleaching"
"291","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",50,12.8016,60,60,-14.336157,-170.796416,2025,"Q80","esa","Post-Bleaching"
"292","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",25,12.8016,60,60,-14.336157,-170.796416,2025,"QMED","esa","Post-Bleaching"
"293","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",25,12.8016,60,5,-14.336157,-170.796416,2025,"QMED","esa","Post-Bleaching"
"294","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",12,12.8016,60,0,-14.336157,-170.796416,2025,"Q20","esa","Post-Bleaching"
"295","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",15,12.8016,60,90,-14.336157,-170.796416,2025,"QMED","esa","Post-Bleaching"
"296","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",30,12.8016,60,50,-14.336157,-170.796416,2025,"QMED","esa","Post-Bleaching"
"297","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",6,12.8016,60,0,-14.336157,-170.796416,2025,"Q20","esa","Post-Bleaching"
"298","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",80,12.8016,60,5,-14.336157,-170.796416,2025,"Q80","esa","Post-Bleaching"
"299","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",10,12.8016,60,5,-14.336157,-170.796416,2025,"Q20","esa","Post-Bleaching"
"300","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",25,12.8016,60,0,-14.336157,-170.796416,2025,"QMED","esa","Post-Bleaching"
"301","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",25,12.8016,60,0,-14.336157,-170.796416,2025,"QMED","esa","Post-Bleaching"
"302","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",10,12.8016,60,0,-14.336157,-170.796416,2025,"Q20","esa","Post-Bleaching"
"303","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",50,12.8016,60,5,-14.336157,-170.796416,2025,"Q80","esa","Post-Bleaching"
"304","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",30,12.8016,60,0,-14.336157,-170.796416,2025,"QMED","esa","Post-Bleaching"
"305","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",10,12.192,60,0,-14.336157,-170.796416,2025,"Q20","esa","Post-Bleaching"
"306","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",11,12.192,60,0,-14.336157,-170.796416,2025,"Q20","esa","Post-Bleaching"
"307","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",45,12.192,60,60,-14.336157,-170.796416,2025,"Q80","esa","Post-Bleaching"
"308","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",39,12.192,60,65,-14.336157,-170.796416,2025,"QMED","esa","Post-Bleaching"
"309","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",6,12.192,60,0,-14.336157,-170.796416,2025,"Q20","esa","Post-Bleaching"
"310","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",38,12.192,60,50,-14.336157,-170.796416,2025,"QMED","esa","Post-Bleaching"
"311","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",8,12.192,60,0,-14.336157,-170.796416,2025,"Q20","esa","Post-Bleaching"
"312","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",9,12.192,60,0,-14.336157,-170.796416,2025,"Q20","esa","Post-Bleaching"
"313","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",11,12.192,60,0,-14.336157,-170.796416,2025,"Q20","esa","Post-Bleaching"
"314","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",43,12.192,60,50,-14.336157,-170.796416,2025,"Q80","esa","Post-Bleaching"
"315","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",43,12.192,60,70,-14.336157,-170.796416,2025,"Q80","esa","Post-Bleaching"
"316","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",17,12.192,60,10,-14.336157,-170.796416,2025,"QMED","esa","Post-Bleaching"
"317","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",18,12.192,60,30,-14.336157,-170.796416,2025,"QMED","esa","Post-Bleaching"
"318","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",41,12.192,60,85,-14.336157,-170.796416,2025,"Q80","esa","Post-Bleaching"
"319","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",16,12.192,60,0,-14.336157,-170.796416,2025,"QMED","esa","Post-Bleaching"
"320","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",47,12.192,60,2,-14.336157,-170.796416,2025,"Q80","esa","Post-Bleaching"
"321","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",66,12.192,60,5,-14.336157,-170.796416,2025,"Q80","esa","Post-Bleaching"
"322","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",23,12.192,60,2,-14.336157,-170.796416,2025,"QMED","esa","Post-Bleaching"
"323","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",33,12.192,60,80,-14.336157,-170.796416,2025,"QMED","esa","Post-Bleaching"
"324","TUT-126",0.864666748046875,29.6347432058366,"3/15/2025",30,12.192,60,45,-14.336157,-170.796416,2025,"QMED","esa","Post-Bleaching"
"325","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",20,11.5824,60,5,-14.352648,-170.787165,2025,"QMED","esa","Post-Bleaching"
"326","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",30,11.5824,60,20,-14.352648,-170.787165,2025,"QMED","esa","Post-Bleaching"
"327","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",50,11.5824,60,6,-14.352648,-170.787165,2025,"Q80","esa","Post-Bleaching"
"328","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",52.5,11.5824,60,25,-14.352648,-170.787165,2025,"Q80","esa","Post-Bleaching"
"329","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",25,11.5824,60,60,-14.352648,-170.787165,2025,"QMED","esa","Post-Bleaching"
"330","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",20,11.5824,60,5,-14.352648,-170.787165,2025,"QMED","esa","Post-Bleaching"
"331","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",22.5,11.5824,60,10,-14.352648,-170.787165,2025,"QMED","esa","Post-Bleaching"
"332","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",22,11.5824,60,0,-14.352648,-170.787165,2025,"QMED","esa","Post-Bleaching"
"333","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",25,11.5824,60,98,-14.352648,-170.787165,2025,"QMED","esa","Post-Bleaching"
"334","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",20,11.5824,60,0,-14.352648,-170.787165,2025,"QMED","esa","Post-Bleaching"
"335","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",22.5,11.5824,60,0,-14.352648,-170.787165,2025,"QMED","esa","Post-Bleaching"
"336","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",40,11.5824,60,80,-14.352648,-170.787165,2025,"QMED","esa","Post-Bleaching"
"337","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",115,11.5824,60,85,-14.352648,-170.787165,2025,"Q80","esa","Post-Bleaching"
"338","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",7.5,11.5824,60,0,-14.352648,-170.787165,2025,"Q20","esa","Post-Bleaching"
"339","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",115,11.5824,60,95,-14.352648,-170.787165,2025,"Q80","esa","Post-Bleaching"
"340","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",40,9.144,60,45,-14.352648,-170.787165,2025,"QMED","esa","Post-Bleaching"
"341","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",30,9.144,60,50,-14.352648,-170.787165,2025,"QMED","esa","Post-Bleaching"
"342","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",85,9.144,60,85,-14.352648,-170.787165,2025,"Q80","esa","Post-Bleaching"
"343","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",40,9.144,60,90,-14.352648,-170.787165,2025,"QMED","esa","Post-Bleaching"
"344","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",10,9.144,60,0,-14.352648,-170.787165,2025,"Q20","esa","Post-Bleaching"
"345","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",5,9.144,60,0,-14.352648,-170.787165,2025,"Q20","esa","Post-Bleaching"
"346","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",40,9.144,60,90,-14.352648,-170.787165,2025,"QMED","esa","Post-Bleaching"
"347","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",10,9.144,60,0,-14.352648,-170.787165,2025,"Q20","esa","Post-Bleaching"
"348","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",30,9.144,60,15,-14.352648,-170.787165,2025,"QMED","esa","Post-Bleaching"
"349","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",10,9.144,60,0,-14.352648,-170.787165,2025,"Q20","esa","Post-Bleaching"
"350","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",5,9.144,60,0,-14.352648,-170.787165,2025,"Q20","esa","Post-Bleaching"
"351","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",40,9.144,60,40,-14.352648,-170.787165,2025,"QMED","esa","Post-Bleaching"
"352","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",40,9.144,60,10,-14.352648,-170.787165,2025,"QMED","esa","Post-Bleaching"
"353","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",25,9.144,60,5,-14.352648,-170.787165,2025,"QMED","esa","Post-Bleaching"
"354","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",30,9.144,60,50,-14.352648,-170.787165,2025,"QMED","esa","Post-Bleaching"
"355","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",38,12.192,60,15,-14.352648,-170.787165,2025,"QMED","esa","Post-Bleaching"
"356","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",63,12.192,60,80,-14.352648,-170.787165,2025,"Q80","esa","Post-Bleaching"
