"","SITE","mean_Bleaching_Alert_Area_7daymax_CRW_Daily_YR01","q05_Bleaching_Alert_Area_7daymax_CRW_Daily_YR01","q95_Bleaching_Alert_Area_7daymax_CRW_Daily_YR01","sd_Bleaching_Alert_Area_7daymax_CRW_Daily_YR01","mean_annual_range_Bleaching_Alert_Area_7daymax_CRW_Daily_YR01","mean_monthly_range_Bleaching_Alert_Area_7daymax_CRW_Daily_YR01","mean_biweekly_range_Bleaching_Alert_Area_7daymax_CRW_Daily_YR01","mean_Bleaching_Alert_Area_CRW_Daily_YR01","q05_Bleaching_Alert_Area_CRW_Daily_YR01","q95_Bleaching_Alert_Area_CRW_Daily_YR01","sd_Bleaching_Alert_Area_CRW_Daily_YR01","mean_annual_range_Bleaching_Alert_Area_CRW_Daily_YR01","mean_monthly_range_Bleaching_Alert_Area_CRW_Daily_YR01","mean_biweekly_range_Bleaching_Alert_Area_CRW_Daily_YR01","mean_Bleaching_Hotspot_CRW_Daily_YR01","q05_Bleaching_Hotspot_CRW_Daily_YR01","q95_Bleaching_Hotspot_CRW_Daily_YR01","sd_Bleaching_Hotspot_CRW_Daily_YR01","mean_annual_range_Bleaching_Hotspot_CRW_Daily_YR01","mean_monthly_range_Bleaching_Hotspot_CRW_Daily_YR01","mean_biweekly_range_Bleaching_Hotspot_CRW_Daily_YR01","DHW.Np10y_Degree_Heating_Weeks_CRW_Daily_YR01","DHW.Np10y_Major_Degree_Heating_Weeks_CRW_Daily_YR01","DHW.MeanMax_Degree_Heating_Weeks_CRW_Daily_YR01","DHW.MeanMax_Major_Degree_Heating_Weeks_CRW_Daily_YR01","DHW.CI95Max_Degree_Heating_Weeks_CRW_Daily_YR01","DHW.CI95Max_Major_Degree_Heating_Weeks_CRW_Daily_YR01","DHW.MeanDur_Degree_Heating_Weeks_CRW_Daily_YR01","DHW.MeanDur_Major_Degree_Heating_Weeks_CRW_Daily_YR01","DHW.MaxMax_Degree_Heating_Weeks_CRW_Daily_YR01","DHW.MaxMax_Major_Degree_Heating_Weeks_CRW_Daily_YR01","DHW.YearsToLast_Degree_Heating_Weeks_CRW_Daily_YR01","DHW.YearsToLast_Major_Degree_Heating_Weeks_CRW_Daily_YR01","DHW.Np10y_Degree_Heating_Weeks_jplMUR_Daily_YR01","DHW.Np10y_Major_Degree_Heating_Weeks_jplMUR_Daily_YR01","DHW.MeanMax_Degree_Heating_Weeks_jplMUR_Daily_YR01","DHW.MeanMax_Major_Degree_Heating_Weeks_jplMUR_Daily_YR01","DHW.CI95Max_Degree_Heating_Weeks_jplMUR_Daily_YR01","DHW.CI95Max_Major_Degree_Heating_Weeks_jplMUR_Daily_YR01","DHW.MeanDur_Degree_Heating_Weeks_jplMUR_Daily_YR01","DHW.MeanDur_Major_Degree_Heating_Weeks_jplMUR_Daily_YR01","DHW.MaxMax_Degree_Heating_Weeks_jplMUR_Daily_YR01","DHW.MaxMax_Major_Degree_Heating_Weeks_jplMUR_Daily_YR01","DHW.YearsToLast_Degree_Heating_Weeks_jplMUR_Daily_YR01","DHW.YearsToLast_Major_Degree_Heating_Weeks_jplMUR_Daily_YR01","mean_Marine_Heatwave_CRW_Daily_YR01","q05_Marine_Heatwave_CRW_Daily_YR01","q95_Marine_Heatwave_CRW_Daily_YR01","sd_Marine_Heatwave_CRW_Daily_YR01","mean_annual_range_Marine_Heatwave_CRW_Daily_YR01","mean_monthly_range_Marine_Heatwave_CRW_Daily_YR01","mean_biweekly_range_Marine_Heatwave_CRW_Daily_YR01","mean_Sea_Surface_Temperature_CRW_Daily_YR01","q05_Sea_Surface_Temperature_CRW_Daily_YR01","q95_Sea_Surface_Temperature_CRW_Daily_YR01","sd_Sea_Surface_Temperature_CRW_Daily_YR01","mean_annual_range_Sea_Surface_Temperature_CRW_Daily_YR01","mean_monthly_range_Sea_Surface_Temperature_CRW_Daily_YR01","mean_biweekly_range_Sea_Surface_Temperature_CRW_Daily_YR01","mean_Sea_Surface_Temperature_jplMUR_Daily_YR01","q05_Sea_Surface_Temperature_jplMUR_Daily_YR01","q95_Sea_Surface_Temperature_jplMUR_Daily_YR01","sd_Sea_Surface_Temperature_jplMUR_Daily_YR01","mean_annual_range_Sea_Surface_Temperature_jplMUR_Daily_YR01","mean_monthly_range_Sea_Surface_Temperature_jplMUR_Daily_YR01","mean_biweekly_range_Sea_Surface_Temperature_jplMUR_Daily_YR01","DATE_","COLONYLENGTH","MAX_DEPTH_M","Area_surveyed_m2","PER_DEAD","LATITUDE","LONGITUDE","YEAR","TAIL_BINS","Data_Source","Bleaching_Period"
"1","TUT-210",1.43561643835616,0,4,1.56694651821236,2.5,0.833333333333333,0.481481481481481,1.15068493150685,0,4,1.47573070815329,2.5,1.25,0.777777777777778,0.184712331058228,-1.50999999046326,1.56600003242493,0.956630555136676,2.80500000715256,1.00083332757155,0.615185185439057,10.0068493150685,10.0068493150685,14.6300001144409,14.6300001144409,NA,NA,229,146,14.6300001144409,14.6300001144409,0.0246406570841889,0.112251882272416,10.0343406593407,10.0343406593407,19.1550903320312,19.1550903320312,NA,NA,123,96,19.1550903320312,19.1550903320312,0.131416837782341,0.186173853524983,0.0166666666666667,0,0,0.129099444873581,1,0.5,0.2,29.104712285081,27.4099998474121,30.4859996795654,0.956630592642191,2.80500030517578,1.00083367029826,0.615185066505715,28.9152630270344,27.4624004364014,30.3860004425049,0.932016842589759,2.88200092315674,1.22775014241536,0.879592542295103,2025-02-07,NA,11.5824,60,5,-14.301899,-170.679903,"2025",NA,"esa","Post-Bleaching"
"2","TUT-210",1.43561643835616,0,4,1.56694651821236,2.5,0.833333333333333,0.481481481481481,1.15068493150685,0,4,1.47573070815329,2.5,1.25,0.777777777777778,0.184712331058228,-1.50999999046326,1.56600003242493,0.956630555136676,2.80500000715256,1.00083332757155,0.615185185439057,10.0068493150685,10.0068493150685,14.6300001144409,14.6300001144409,NA,NA,229,146,14.6300001144409,14.6300001144409,0.0246406570841889,0.112251882272416,10.0343406593407,10.0343406593407,19.1550903320312,19.1550903320312,NA,NA,123,96,19.1550903320312,19.1550903320312,0.131416837782341,0.186173853524983,0.0166666666666667,0,0,0.129099444873581,1,0.5,0.2,29.104712285081,27.4099998474121,30.4859996795654,0.956630592642191,2.80500030517578,1.00083367029826,0.615185066505715,28.9152630270344,27.4624004364014,30.3860004425049,0.932016842589759,2.88200092315674,1.22775014241536,0.879592542295103,2025-02-07,NA,11.5824,60,10,-14.301899,-170.679903,"2025",NA,"esa","Post-Bleaching"
"3","TUT-210",1.43561643835616,0,4,1.56694651821236,2.5,0.833333333333333,0.481481481481481,1.15068493150685,0,4,1.47573070815329,2.5,1.25,0.777777777777778,0.184712331058228,-1.50999999046326,1.56600003242493,0.956630555136676,2.80500000715256,1.00083332757155,0.615185185439057,10.0068493150685,10.0068493150685,14.6300001144409,14.6300001144409,NA,NA,229,146,14.6300001144409,14.6300001144409,0.0246406570841889,0.112251882272416,10.0343406593407,10.0343406593407,19.1550903320312,19.1550903320312,NA,NA,123,96,19.1550903320312,19.1550903320312,0.131416837782341,0.186173853524983,0.0166666666666667,0,0,0.129099444873581,1,0.5,0.2,29.104712285081,27.4099998474121,30.4859996795654,0.956630592642191,2.80500030517578,1.00083367029826,0.615185066505715,28.9152630270344,27.4624004364014,30.3860004425049,0.932016842589759,2.88200092315674,1.22775014241536,0.879592542295103,2025-02-07,NA,11.5824,60,5,-14.301899,-170.679903,"2025",NA,"esa","Post-Bleaching"
"4","TUT-210",1.43561643835616,0,4,1.56694651821236,2.5,0.833333333333333,0.481481481481481,1.15068493150685,0,4,1.47573070815329,2.5,1.25,0.777777777777778,0.184712331058228,-1.50999999046326,1.56600003242493,0.956630555136676,2.80500000715256,1.00083332757155,0.615185185439057,10.0068493150685,10.0068493150685,14.6300001144409,14.6300001144409,NA,NA,229,146,14.6300001144409,14.6300001144409,0.0246406570841889,0.112251882272416,10.0343406593407,10.0343406593407,19.1550903320312,19.1550903320312,NA,NA,123,96,19.1550903320312,19.1550903320312,0.131416837782341,0.186173853524983,0.0166666666666667,0,0,0.129099444873581,1,0.5,0.2,29.104712285081,27.4099998474121,30.4859996795654,0.956630592642191,2.80500030517578,1.00083367029826,0.615185066505715,28.9152630270344,27.4624004364014,30.3860004425049,0.932016842589759,2.88200092315674,1.22775014241536,0.879592542295103,2025-02-07,NA,13.1064,60,5,-14.301899,-170.679903,"2025",NA,"esa","Post-Bleaching"
"5","TUT-210",1.43561643835616,0,4,1.56694651821236,2.5,0.833333333333333,0.481481481481481,1.15068493150685,0,4,1.47573070815329,2.5,1.25,0.777777777777778,0.184712331058228,-1.50999999046326,1.56600003242493,0.956630555136676,2.80500000715256,1.00083332757155,0.615185185439057,10.0068493150685,10.0068493150685,14.6300001144409,14.6300001144409,NA,NA,229,146,14.6300001144409,14.6300001144409,0.0246406570841889,0.112251882272416,10.0343406593407,10.0343406593407,19.1550903320312,19.1550903320312,NA,NA,123,96,19.1550903320312,19.1550903320312,0.131416837782341,0.186173853524983,0.0166666666666667,0,0,0.129099444873581,1,0.5,0.2,29.104712285081,27.4099998474121,30.4859996795654,0.956630592642191,2.80500030517578,1.00083367029826,0.615185066505715,28.9152630270344,27.4624004364014,30.3860004425049,0.932016842589759,2.88200092315674,1.22775014241536,0.879592542295103,2025-02-07,NA,13.1064,60,0,-14.301899,-170.679903,"2025",NA,"esa","Post-Bleaching"
"6","TUT-210",1.43561643835616,0,4,1.56694651821236,2.5,0.833333333333333,0.481481481481481,1.15068493150685,0,4,1.47573070815329,2.5,1.25,0.777777777777778,0.184712331058228,-1.50999999046326,1.56600003242493,0.956630555136676,2.80500000715256,1.00083332757155,0.615185185439057,10.0068493150685,10.0068493150685,14.6300001144409,14.6300001144409,NA,NA,229,146,14.6300001144409,14.6300001144409,0.0246406570841889,0.112251882272416,10.0343406593407,10.0343406593407,19.1550903320312,19.1550903320312,NA,NA,123,96,19.1550903320312,19.1550903320312,0.131416837782341,0.186173853524983,0.0166666666666667,0,0,0.129099444873581,1,0.5,0.2,29.104712285081,27.4099998474121,30.4859996795654,0.956630592642191,2.80500030517578,1.00083367029826,0.615185066505715,28.9152630270344,27.4624004364014,30.3860004425049,0.932016842589759,2.88200092315674,1.22775014241536,0.879592542295103,2025-02-07,NA,13.1064,60,0,-14.301899,-170.679903,"2025",NA,"esa","Post-Bleaching"
"7","TUT-210",1.43561643835616,0,4,1.56694651821236,2.5,0.833333333333333,0.481481481481481,1.15068493150685,0,4,1.47573070815329,2.5,1.25,0.777777777777778,0.184712331058228,-1.50999999046326,1.56600003242493,0.956630555136676,2.80500000715256,1.00083332757155,0.615185185439057,10.0068493150685,10.0068493150685,14.6300001144409,14.6300001144409,NA,NA,229,146,14.6300001144409,14.6300001144409,0.0246406570841889,0.112251882272416,10.0343406593407,10.0343406593407,19.1550903320312,19.1550903320312,NA,NA,123,96,19.1550903320312,19.1550903320312,0.131416837782341,0.186173853524983,0.0166666666666667,0,0,0.129099444873581,1,0.5,0.2,29.104712285081,27.4099998474121,30.4859996795654,0.956630592642191,2.80500030517578,1.00083367029826,0.615185066505715,28.9152630270344,27.4624004364014,30.3860004425049,0.932016842589759,2.88200092315674,1.22775014241536,0.879592542295103,2025-02-07,NA,13.1064,60,50,-14.301899,-170.679903,"2025",NA,"esa","Post-Bleaching"
"8","TUT-210",1.43561643835616,0,4,1.56694651821236,2.5,0.833333333333333,0.481481481481481,1.15068493150685,0,4,1.47573070815329,2.5,1.25,0.777777777777778,0.184712331058228,-1.50999999046326,1.56600003242493,0.956630555136676,2.80500000715256,1.00083332757155,0.615185185439057,10.0068493150685,10.0068493150685,14.6300001144409,14.6300001144409,NA,NA,229,146,14.6300001144409,14.6300001144409,0.0246406570841889,0.112251882272416,10.0343406593407,10.0343406593407,19.1550903320312,19.1550903320312,NA,NA,123,96,19.1550903320312,19.1550903320312,0.131416837782341,0.186173853524983,0.0166666666666667,0,0,0.129099444873581,1,0.5,0.2,29.104712285081,27.4099998474121,30.4859996795654,0.956630592642191,2.80500030517578,1.00083367029826,0.615185066505715,28.9152630270344,27.4624004364014,30.3860004425049,0.932016842589759,2.88200092315674,1.22775014241536,0.879592542295103,2025-02-07,NA,13.1064,60,10,-14.301899,-170.679903,"2025",NA,"esa","Post-Bleaching"
"9","TUT-210",1.43561643835616,0,4,1.56694651821236,2.5,0.833333333333333,0.481481481481481,1.15068493150685,0,4,1.47573070815329,2.5,1.25,0.777777777777778,0.184712331058228,-1.50999999046326,1.56600003242493,0.956630555136676,2.80500000715256,1.00083332757155,0.615185185439057,10.0068493150685,10.0068493150685,14.6300001144409,14.6300001144409,NA,NA,229,146,14.6300001144409,14.6300001144409,0.0246406570841889,0.112251882272416,10.0343406593407,10.0343406593407,19.1550903320312,19.1550903320312,NA,NA,123,96,19.1550903320312,19.1550903320312,0.131416837782341,0.186173853524983,0.0166666666666667,0,0,0.129099444873581,1,0.5,0.2,29.104712285081,27.4099998474121,30.4859996795654,0.956630592642191,2.80500030517578,1.00083367029826,0.615185066505715,28.9152630270344,27.4624004364014,30.3860004425049,0.932016842589759,2.88200092315674,1.22775014241536,0.879592542295103,2025-02-07,NA,13.1064,60,0,-14.301899,-170.679903,"2025",NA,"esa","Post-Bleaching"
"10","TUT-210",1.43561643835616,0,4,1.56694651821236,2.5,0.833333333333333,0.481481481481481,1.15068493150685,0,4,1.47573070815329,2.5,1.25,0.777777777777778,0.184712331058228,-1.50999999046326,1.56600003242493,0.956630555136676,2.80500000715256,1.00083332757155,0.615185185439057,10.0068493150685,10.0068493150685,14.6300001144409,14.6300001144409,NA,NA,229,146,14.6300001144409,14.6300001144409,0.0246406570841889,0.112251882272416,10.0343406593407,10.0343406593407,19.1550903320312,19.1550903320312,NA,NA,123,96,19.1550903320312,19.1550903320312,0.131416837782341,0.186173853524983,0.0166666666666667,0,0,0.129099444873581,1,0.5,0.2,29.104712285081,27.4099998474121,30.4859996795654,0.956630592642191,2.80500030517578,1.00083367029826,0.615185066505715,28.9152630270344,27.4624004364014,30.3860004425049,0.932016842589759,2.88200092315674,1.22775014241536,0.879592542295103,2025-02-07,NA,13.1064,60,5,-14.301899,-170.679903,"2025",NA,"esa","Post-Bleaching"
