"column_names"
"mean_biweekly_range_Bleaching_Alert_Area_7daymax_CRW_Daily_WK01"
"mean_biweekly_range_Bleaching_Alert_Area_7daymax_CRW_Daily_MO01"
"mean_biweekly_range_Bleaching_Alert_Area_7daymax_CRW_Daily_MO03"
"mean_biweekly_range_Bleaching_Alert_Area_7daymax_CRW_Daily_MO06"
"mean_biweekly_range_Bleaching_Alert_Area_7daymax_CRW_Daily_YR01"
"mean_biweekly_range_Bleaching_Alert_Area_7daymax_CRW_Daily_YR03"
"mean_biweekly_range_Bleaching_Alert_Area_7daymax_CRW_Daily_YR05"
"mean_biweekly_range_Bleaching_Alert_Area_7daymax_CRW_Daily_YR10"
"mean_biweekly_range_Bleaching_Alert_Area_7daymax_CRW_Daily_YR10YR01"
"mean_biweekly_range_Bleaching_Alert_Area_7daymax_CRW_Daily_ALLB4"
"mean_Bleaching_Alert_Area_CRW_Daily_DY01"
"mean_Bleaching_Alert_Area_CRW_Daily_WK01"
"mean_Bleaching_Alert_Area_CRW_Daily_MO01"
"mean_Bleaching_Alert_Area_CRW_Daily_MO03"
"mean_Bleaching_Alert_Area_CRW_Daily_MO06"
"mean_Bleaching_Alert_Area_CRW_Daily_YR01"
"mean_Bleaching_Alert_Area_CRW_Daily_YR03"
"mean_Bleaching_Alert_Area_CRW_Daily_YR05"
"mean_Bleaching_Alert_Area_CRW_Daily_YR10"
"mean_Bleaching_Alert_Area_CRW_Daily_YR10YR01"
"mean_Bleaching_Alert_Area_CRW_Daily_ALLB4"
"q05_Bleaching_Alert_Area_CRW_Daily_DY01"
"q05_Bleaching_Alert_Area_CRW_Daily_WK01"
"q05_Bleaching_Alert_Area_CRW_Daily_MO01"
"q05_Bleaching_Alert_Area_CRW_Daily_MO03"
"q05_Bleaching_Alert_Area_CRW_Daily_MO06"
"q05_Bleaching_Alert_Area_CRW_Daily_YR01"
"q05_Bleaching_Alert_Area_CRW_Daily_YR03"
"q05_Bleaching_Alert_Area_CRW_Daily_YR05"
"q05_Bleaching_Alert_Area_CRW_Daily_YR10"
"q05_Bleaching_Alert_Area_CRW_Daily_YR10YR01"
"q05_Bleaching_Alert_Area_CRW_Daily_ALLB4"
"q95_Bleaching_Alert_Area_CRW_Daily_DY01"
"q95_Bleaching_Alert_Area_CRW_Daily_WK01"
"q95_Bleaching_Alert_Area_CRW_Daily_MO01"
"q95_Bleaching_Alert_Area_CRW_Daily_MO03"
"q95_Bleaching_Alert_Area_CRW_Daily_MO06"
"q95_Bleaching_Alert_Area_CRW_Daily_YR01"
"q95_Bleaching_Alert_Area_CRW_Daily_YR03"
"q95_Bleaching_Alert_Area_CRW_Daily_YR05"
"q95_Bleaching_Alert_Area_CRW_Daily_YR10"
"q95_Bleaching_Alert_Area_CRW_Daily_YR10YR01"
"q95_Bleaching_Alert_Area_CRW_Daily_ALLB4"
"sd_Bleaching_Alert_Area_CRW_Daily_DY01"
"sd_Bleaching_Alert_Area_CRW_Daily_WK01"
"sd_Bleaching_Alert_Area_CRW_Daily_MO01"
"sd_Bleaching_Alert_Area_CRW_Daily_MO03"
"sd_Bleaching_Alert_Area_CRW_Daily_MO06"
"sd_Bleaching_Alert_Area_CRW_Daily_YR01"
"sd_Bleaching_Alert_Area_CRW_Daily_YR03"
"sd_Bleaching_Alert_Area_CRW_Daily_YR05"
"sd_Bleaching_Alert_Area_CRW_Daily_YR10"
"sd_Bleaching_Alert_Area_CRW_Daily_YR10YR01"
"sd_Bleaching_Alert_Area_CRW_Daily_ALLB4"
"mean_annual_range_Bleaching_Alert_Area_CRW_Daily_DY01"
"mean_annual_range_Bleaching_Alert_Area_CRW_Daily_WK01"
"mean_annual_range_Bleaching_Alert_Area_CRW_Daily_MO01"
"mean_annual_range_Bleaching_Alert_Area_CRW_Daily_MO03"
"mean_annual_range_Bleaching_Alert_Area_CRW_Daily_MO06"
"mean_annual_range_Bleaching_Alert_Area_CRW_Daily_YR01"
"mean_annual_range_Bleaching_Alert_Area_CRW_Daily_YR03"
"mean_annual_range_Bleaching_Alert_Area_CRW_Daily_YR05"
"mean_annual_range_Bleaching_Alert_Area_CRW_Daily_YR10"
"mean_annual_range_Bleaching_Alert_Area_CRW_Daily_YR10YR01"
"mean_annual_range_Bleaching_Alert_Area_CRW_Daily_ALLB4"
"mean_monthly_range_Bleaching_Alert_Area_CRW_Daily_DY01"
"mean_monthly_range_Bleaching_Alert_Area_CRW_Daily_WK01"
"mean_monthly_range_Bleaching_Alert_Area_CRW_Daily_MO01"
"mean_monthly_range_Bleaching_Alert_Area_CRW_Daily_MO03"
"mean_monthly_range_Bleaching_Alert_Area_CRW_Daily_MO06"
"mean_monthly_range_Bleaching_Alert_Area_CRW_Daily_YR01"
"mean_monthly_range_Bleaching_Alert_Area_CRW_Daily_YR03"
"mean_monthly_range_Bleaching_Alert_Area_CRW_Daily_YR05"
"mean_monthly_range_Bleaching_Alert_Area_CRW_Daily_YR10"
"mean_monthly_range_Bleaching_Alert_Area_CRW_Daily_YR10YR01"
"mean_monthly_range_Bleaching_Alert_Area_CRW_Daily_ALLB4"
"mean_biweekly_range_Bleaching_Alert_Area_CRW_Daily_DY01"
"mean_biweekly_range_Bleaching_Alert_Area_CRW_Daily_WK01"
"mean_biweekly_range_Bleaching_Alert_Area_CRW_Daily_MO01"
"mean_biweekly_range_Bleaching_Alert_Area_CRW_Daily_MO03"
"mean_biweekly_range_Bleaching_Alert_Area_CRW_Daily_MO06"
"mean_biweekly_range_Bleaching_Alert_Area_CRW_Daily_YR01"
"mean_biweekly_range_Bleaching_Alert_Area_CRW_Daily_YR03"
"mean_biweekly_range_Bleaching_Alert_Area_CRW_Daily_YR05"
"mean_biweekly_range_Bleaching_Alert_Area_CRW_Daily_YR10"
"mean_biweekly_range_Bleaching_Alert_Area_CRW_Daily_YR10YR01"
"mean_biweekly_range_Bleaching_Alert_Area_CRW_Daily_ALLB4"
"mean_Bleaching_Hotspot_CRW_Daily_DY01"
"mean_Bleaching_Hotspot_CRW_Daily_WK01"
"mean_Bleaching_Hotspot_CRW_Daily_MO01"
"mean_Bleaching_Hotspot_CRW_Daily_MO03"
"mean_Bleaching_Hotspot_CRW_Daily_MO06"
"mean_Bleaching_Hotspot_CRW_Daily_YR01"
"mean_Bleaching_Hotspot_CRW_Daily_YR03"
"mean_Bleaching_Hotspot_CRW_Daily_YR05"
"mean_Bleaching_Hotspot_CRW_Daily_YR10"
"mean_Bleaching_Hotspot_CRW_Daily_YR10YR01"
"mean_Bleaching_Hotspot_CRW_Daily_ALLB4"
"q05_Bleaching_Hotspot_CRW_Daily_DY01"
"q05_Bleaching_Hotspot_CRW_Daily_WK01"
"q05_Bleaching_Hotspot_CRW_Daily_MO01"
"q05_Bleaching_Hotspot_CRW_Daily_MO03"
"q05_Bleaching_Hotspot_CRW_Daily_MO06"
"q05_Bleaching_Hotspot_CRW_Daily_YR01"
"q05_Bleaching_Hotspot_CRW_Daily_YR03"
"q05_Bleaching_Hotspot_CRW_Daily_YR05"
"q05_Bleaching_Hotspot_CRW_Daily_YR10"
"q05_Bleaching_Hotspot_CRW_Daily_YR10YR01"
"q05_Bleaching_Hotspot_CRW_Daily_ALLB4"
"q95_Bleaching_Hotspot_CRW_Daily_DY01"
"q95_Bleaching_Hotspot_CRW_Daily_WK01"
"q95_Bleaching_Hotspot_CRW_Daily_MO01"
"q95_Bleaching_Hotspot_CRW_Daily_MO03"
"q95_Bleaching_Hotspot_CRW_Daily_MO06"
"q95_Bleaching_Hotspot_CRW_Daily_YR01"
"q95_Bleaching_Hotspot_CRW_Daily_YR03"
"q95_Bleaching_Hotspot_CRW_Daily_YR05"
"q95_Bleaching_Hotspot_CRW_Daily_YR10"
"q95_Bleaching_Hotspot_CRW_Daily_YR10YR01"
"q95_Bleaching_Hotspot_CRW_Daily_ALLB4"
"sd_Bleaching_Hotspot_CRW_Daily_DY01"
"sd_Bleaching_Hotspot_CRW_Daily_WK01"
"sd_Bleaching_Hotspot_CRW_Daily_MO01"
"sd_Bleaching_Hotspot_CRW_Daily_MO03"
"sd_Bleaching_Hotspot_CRW_Daily_MO06"
"sd_Bleaching_Hotspot_CRW_Daily_YR01"
"sd_Bleaching_Hotspot_CRW_Daily_YR03"
"sd_Bleaching_Hotspot_CRW_Daily_YR05"
"sd_Bleaching_Hotspot_CRW_Daily_YR10"
"sd_Bleaching_Hotspot_CRW_Daily_YR10YR01"
"sd_Bleaching_Hotspot_CRW_Daily_ALLB4"
"mean_annual_range_Bleaching_Hotspot_CRW_Daily_DY01"
"mean_annual_range_Bleaching_Hotspot_CRW_Daily_WK01"
"mean_annual_range_Bleaching_Hotspot_CRW_Daily_MO01"
"mean_annual_range_Bleaching_Hotspot_CRW_Daily_MO03"
"mean_annual_range_Bleaching_Hotspot_CRW_Daily_MO06"
"mean_annual_range_Bleaching_Hotspot_CRW_Daily_YR01"
"mean_annual_range_Bleaching_Hotspot_CRW_Daily_YR03"
"mean_annual_range_Bleaching_Hotspot_CRW_Daily_YR05"
"mean_annual_range_Bleaching_Hotspot_CRW_Daily_YR10"
"mean_annual_range_Bleaching_Hotspot_CRW_Daily_YR10YR01"
"mean_annual_range_Bleaching_Hotspot_CRW_Daily_ALLB4"
"mean_monthly_range_Bleaching_Hotspot_CRW_Daily_DY01"
"mean_monthly_range_Bleaching_Hotspot_CRW_Daily_WK01"
"mean_monthly_range_Bleaching_Hotspot_CRW_Daily_MO01"
"mean_monthly_range_Bleaching_Hotspot_CRW_Daily_MO03"
"mean_monthly_range_Bleaching_Hotspot_CRW_Daily_MO06"
"mean_monthly_range_Bleaching_Hotspot_CRW_Daily_YR01"
"mean_monthly_range_Bleaching_Hotspot_CRW_Daily_YR03"
"mean_monthly_range_Bleaching_Hotspot_CRW_Daily_YR05"
"mean_monthly_range_Bleaching_Hotspot_CRW_Daily_YR10"
"mean_monthly_range_Bleaching_Hotspot_CRW_Daily_YR10YR01"
"mean_monthly_range_Bleaching_Hotspot_CRW_Daily_ALLB4"
"mean_biweekly_range_Bleaching_Hotspot_CRW_Daily_DY01"
"mean_biweekly_range_Bleaching_Hotspot_CRW_Daily_WK01"
"mean_biweekly_range_Bleaching_Hotspot_CRW_Daily_MO01"
"mean_biweekly_range_Bleaching_Hotspot_CRW_Daily_MO03"
"mean_biweekly_range_Bleaching_Hotspot_CRW_Daily_MO06"
"mean_biweekly_range_Bleaching_Hotspot_CRW_Daily_YR01"
"mean_biweekly_range_Bleaching_Hotspot_CRW_Daily_YR03"
"mean_biweekly_range_Bleaching_Hotspot_CRW_Daily_YR05"
"mean_biweekly_range_Bleaching_Hotspot_CRW_Daily_YR10"
"mean_biweekly_range_Bleaching_Hotspot_CRW_Daily_YR10YR01"
"mean_biweekly_range_Bleaching_Hotspot_CRW_Daily_ALLB4"
"mean_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_DY01"
"mean_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_WK01"
"mean_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_MO01"
"mean_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_MO03"
"mean_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_MO06"
"mean_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_YR01"
"mean_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_YR03"
"mean_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_YR05"
"mean_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_YR10"
"mean_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_YR10YR01"
"mean_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_ALLB4"
"q05_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_DY01"
"q05_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_WK01"
"q05_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_MO01"
"q05_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_MO03"
"q05_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_MO06"
"q05_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_YR01"
"q05_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_YR03"
"q05_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_YR05"
"q05_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_YR10"
"q05_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_YR10YR01"
"q05_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_ALLB4"
"q95_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_DY01"
"q95_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_WK01"
"q95_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_MO01"
"q95_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_MO03"
"q95_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_MO06"
"q95_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_YR01"
"q95_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_YR03"
"q95_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_YR05"
"q95_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_YR10"
"q95_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_YR10YR01"
"q95_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_ALLB4"
"sd_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_DY01"
"sd_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_WK01"
"sd_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_MO01"
"sd_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_MO03"
"sd_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_MO06"
"sd_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_YR01"
"sd_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_YR03"
"sd_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_YR05"
"sd_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_YR10"
"sd_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_YR10YR01"
"sd_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_ALLB4"
"mean_annual_range_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_DY01"
"mean_annual_range_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_WK01"
"mean_annual_range_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_MO01"
"mean_annual_range_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_MO03"
"mean_annual_range_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_MO06"
"mean_annual_range_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_YR01"
"mean_annual_range_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_YR03"
"mean_annual_range_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_YR05"
"mean_annual_range_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_YR10"
"mean_annual_range_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_YR10YR01"
"mean_annual_range_Chlorophyll_A_ESA_OC_CCI_v6.0_Monthly_ALLB4"
"DHW.Np10y_Degree_Heating_Weeks_CRW_Daily_DY01"
"DHW.Np10y_Degree_Heating_Weeks_CRW_Daily_WK01"
"DHW.Np10y_Degree_Heating_Weeks_CRW_Daily_MO01"
"DHW.Np10y_Degree_Heating_Weeks_CRW_Daily_MO03"
"DHW.Np10y_Degree_Heating_Weeks_CRW_Daily_MO06"
"DHW.Np10y_Degree_Heating_Weeks_CRW_Daily_YR01"
"DHW.Np10y_Degree_Heating_Weeks_CRW_Daily_YR03"
"DHW.Np10y_Degree_Heating_Weeks_CRW_Daily_YR05"
"DHW.Np10y_Degree_Heating_Weeks_CRW_Daily_YR10"
"DHW.Np10y_Degree_Heating_Weeks_CRW_Daily_YR10YR01"
"DHW.Np10y_Degree_Heating_Weeks_CRW_Daily_ALLB4"
"DHW.Np10y_Major_Degree_Heating_Weeks_CRW_Daily_DY01"
"DHW.Np10y_Major_Degree_Heating_Weeks_CRW_Daily_WK01"
"DHW.Np10y_Major_Degree_Heating_Weeks_CRW_Daily_MO01"
"DHW.Np10y_Major_Degree_Heating_Weeks_CRW_Daily_MO03"
"DHW.Np10y_Major_Degree_Heating_Weeks_CRW_Daily_MO06"
"DHW.Np10y_Major_Degree_Heating_Weeks_CRW_Daily_YR01"
"DHW.Np10y_Major_Degree_Heating_Weeks_CRW_Daily_YR03"
"DHW.Np10y_Major_Degree_Heating_Weeks_CRW_Daily_YR05"
"DHW.Np10y_Major_Degree_Heating_Weeks_CRW_Daily_YR10"
"DHW.Np10y_Major_Degree_Heating_Weeks_CRW_Daily_YR10YR01"
"DHW.Np10y_Major_Degree_Heating_Weeks_CRW_Daily_ALLB4"
"DHW.MeanMax_Degree_Heating_Weeks_CRW_Daily_DY01"
"DHW.MeanMax_Degree_Heating_Weeks_CRW_Daily_WK01"
"DHW.MeanMax_Degree_Heating_Weeks_CRW_Daily_MO01"
"DHW.MeanMax_Degree_Heating_Weeks_CRW_Daily_MO03"
"DHW.MeanMax_Degree_Heating_Weeks_CRW_Daily_MO06"
"DHW.MeanMax_Degree_Heating_Weeks_CRW_Daily_YR01"
"DHW.MeanMax_Degree_Heating_Weeks_CRW_Daily_YR03"
"DHW.MeanMax_Degree_Heating_Weeks_CRW_Daily_YR05"
"DHW.MeanMax_Degree_Heating_Weeks_CRW_Daily_YR10"
"DHW.MeanMax_Degree_Heating_Weeks_CRW_Daily_YR10YR01"
"DHW.MeanMax_Degree_Heating_Weeks_CRW_Daily_ALLB4"
"DHW.MeanMax_Major_Degree_Heating_Weeks_CRW_Daily_DY01"
"DHW.MeanMax_Major_Degree_Heating_Weeks_CRW_Daily_WK01"
"DHW.MeanMax_Major_Degree_Heating_Weeks_CRW_Daily_MO01"
"DHW.MeanMax_Major_Degree_Heating_Weeks_CRW_Daily_MO03"
"DHW.MeanMax_Major_Degree_Heating_Weeks_CRW_Daily_MO06"
"DHW.MeanMax_Major_Degree_Heating_Weeks_CRW_Daily_YR01"
"DHW.MeanMax_Major_Degree_Heating_Weeks_CRW_Daily_YR03"
"DHW.MeanMax_Major_Degree_Heating_Weeks_CRW_Daily_YR05"
"DHW.MeanMax_Major_Degree_Heating_Weeks_CRW_Daily_YR10"
"DHW.MeanMax_Major_Degree_Heating_Weeks_CRW_Daily_YR10YR01"
"DHW.MeanMax_Major_Degree_Heating_Weeks_CRW_Daily_ALLB4"
"DHW.CI95Max_Degree_Heating_Weeks_CRW_Daily_DY01"
"DHW.CI95Max_Degree_Heating_Weeks_CRW_Daily_WK01"
"DHW.CI95Max_Degree_Heating_Weeks_CRW_Daily_MO01"
"DHW.CI95Max_Degree_Heating_Weeks_CRW_Daily_MO03"
"DHW.CI95Max_Degree_Heating_Weeks_CRW_Daily_MO06"
"DHW.CI95Max_Degree_Heating_Weeks_CRW_Daily_YR01"
"DHW.CI95Max_Degree_Heating_Weeks_CRW_Daily_YR03"
"DHW.CI95Max_Degree_Heating_Weeks_CRW_Daily_YR05"
"DHW.CI95Max_Degree_Heating_Weeks_CRW_Daily_YR10"
"DHW.CI95Max_Degree_Heating_Weeks_CRW_Daily_YR10YR01"
"DHW.CI95Max_Degree_Heating_Weeks_CRW_Daily_ALLB4"
"DHW.CI95Max_Major_Degree_Heating_Weeks_CRW_Daily_DY01"
"DHW.CI95Max_Major_Degree_Heating_Weeks_CRW_Daily_WK01"
"DHW.CI95Max_Major_Degree_Heating_Weeks_CRW_Daily_MO01"
"DHW.CI95Max_Major_Degree_Heating_Weeks_CRW_Daily_MO03"
"DHW.CI95Max_Major_Degree_Heating_Weeks_CRW_Daily_MO06"
"DHW.CI95Max_Major_Degree_Heating_Weeks_CRW_Daily_YR01"
"DHW.CI95Max_Major_Degree_Heating_Weeks_CRW_Daily_YR03"
"DHW.CI95Max_Major_Degree_Heating_Weeks_CRW_Daily_YR05"
"DHW.CI95Max_Major_Degree_Heating_Weeks_CRW_Daily_YR10"
"DHW.CI95Max_Major_Degree_Heating_Weeks_CRW_Daily_YR10YR01"
"DHW.CI95Max_Major_Degree_Heating_Weeks_CRW_Daily_ALLB4"
"DHW.MeanDur_Degree_Heating_Weeks_CRW_Daily_DY01"
"DHW.MeanDur_Degree_Heating_Weeks_CRW_Daily_WK01"
"DHW.MeanDur_Degree_Heating_Weeks_CRW_Daily_MO01"
"DHW.MeanDur_Degree_Heating_Weeks_CRW_Daily_MO03"
"DHW.MeanDur_Degree_Heating_Weeks_CRW_Daily_MO06"
"DHW.MeanDur_Degree_Heating_Weeks_CRW_Daily_YR01"
"DHW.MeanDur_Degree_Heating_Weeks_CRW_Daily_YR03"
"DHW.MeanDur_Degree_Heating_Weeks_CRW_Daily_YR05"
"DHW.MeanDur_Degree_Heating_Weeks_CRW_Daily_YR10"
"DHW.MeanDur_Degree_Heating_Weeks_CRW_Daily_YR10YR01"
"DHW.MeanDur_Degree_Heating_Weeks_CRW_Daily_ALLB4"
"DHW.MeanDur_Major_Degree_Heating_Weeks_CRW_Daily_DY01"
"DHW.MeanDur_Major_Degree_Heating_Weeks_CRW_Daily_WK01"
"DHW.MeanDur_Major_Degree_Heating_Weeks_CRW_Daily_MO01"
"DHW.MeanDur_Major_Degree_Heating_Weeks_CRW_Daily_MO03"
"DHW.MeanDur_Major_Degree_Heating_Weeks_CRW_Daily_MO06"
"DHW.MeanDur_Major_Degree_Heating_Weeks_CRW_Daily_YR01"
"DHW.MeanDur_Major_Degree_Heating_Weeks_CRW_Daily_YR03"
"DHW.MeanDur_Major_Degree_Heating_Weeks_CRW_Daily_YR05"
"DHW.MeanDur_Major_Degree_Heating_Weeks_CRW_Daily_YR10"
"DHW.MeanDur_Major_Degree_Heating_Weeks_CRW_Daily_YR10YR01"
"DHW.MeanDur_Major_Degree_Heating_Weeks_CRW_Daily_ALLB4"
"DHW.MaxMax_Degree_Heating_Weeks_CRW_Daily_DY01"
"DHW.MaxMax_Degree_Heating_Weeks_CRW_Daily_WK01"
"DHW.MaxMax_Degree_Heating_Weeks_CRW_Daily_MO01"
"DHW.MaxMax_Degree_Heating_Weeks_CRW_Daily_MO03"
"DHW.MaxMax_Degree_Heating_Weeks_CRW_Daily_MO06"
"DHW.MaxMax_Degree_Heating_Weeks_CRW_Daily_YR01"
"DHW.MaxMax_Degree_Heating_Weeks_CRW_Daily_YR03"
"DHW.MaxMax_Degree_Heating_Weeks_CRW_Daily_YR05"
